theta,n_BE_pred,n_obs,D_pred,D_obs,gbar_log,gobs_log
2.373610,0.102711,0.096478,1.102711,1.096478,-9.1700,-9.1300
2.319580,0.109035,0.096478,1.109035,1.096478,-9.1900,-9.1500
2.266780,0.115630,0.096478,1.115630,1.096478,-9.2100,-9.1700
2.215182,0.122503,0.096478,1.122503,1.096478,-9.2300,-9.1900
2.189825,0.126045,0.071519,1.126045,1.071519,-9.2400,-9.2100
2.139978,0.133347,0.096478,1.133347,1.096478,-9.2600,-9.2200
2.091266,0.140941,0.096478,1.140941,1.096478,-9.2800,-9.2400
2.043663,0.148835,0.122018,1.148835,1.122018,-9.3000,-9.2500
2.020270,0.152897,0.096478,1.152897,1.096478,-9.3100,-9.2700
1.974283,0.161253,0.122018,1.161253,1.122018,-9.3300,-9.2800
1.951683,0.165548,0.122018,1.165548,1.122018,-9.3400,-9.2900
1.907258,0.174380,0.122018,1.174380,1.122018,-9.3600,-9.3100
1.863843,0.183538,0.148154,1.183538,1.148154,-9.3800,-9.3200
1.842508,0.188241,0.148154,1.188241,1.148154,-9.3900,-9.3300
1.800567,0.197899,0.148154,1.197899,1.148154,-9.4100,-9.3500
1.779956,0.202856,0.148154,1.202856,1.148154,-9.4200,-9.3600
1.739440,0.213031,0.174898,1.213031,1.174898,-9.4400,-9.3700
1.699845,0.223559,0.202264,1.223559,1.202264,-9.4600,-9.3800
1.680387,0.228957,0.202264,1.228957,1.202264,-9.4700,-9.3900
1.661152,0.234446,0.202264,1.234446,1.202264,-9.4800,-9.4000
1.642137,0.240027,0.202264,1.240027,1.202264,-9.4900,-9.4100
1.623340,0.245701,0.202264,1.245701,1.202264,-9.5000,-9.4200
1.568229,0.263287,0.230269,1.263287,1.230269,-9.5300,-9.4400
1.532531,0.275491,0.258925,1.275491,1.258925,-9.5500,-9.4500
1.514989,0.281740,0.258925,1.281740,1.258925,-9.5600,-9.4600
1.480503,0.294537,0.288250,1.294537,1.288250,-9.5800,-9.4700
1.365870,0.342568,0.380384,1.342568,1.380384,-9.6500,-9.5100
1.350235,0.349854,0.348963,1.349854,1.348963,-9.6600,-9.5300
1.350235,0.349854,0.348963,1.349854,1.348963,-9.6600,-9.5300
1.334779,0.357250,0.380384,1.357250,1.380384,-9.6700,-9.5300
1.319500,0.364757,0.380384,1.364757,1.380384,-9.6800,-9.5400
1.304396,0.372375,0.380384,1.372375,1.380384,-9.6900,-9.5500
1.289464,0.380107,0.380384,1.380107,1.380384,-9.7000,-9.5600
1.260113,0.395911,0.412538,1.395911,1.412538,-9.7200,-9.5700
1.149236,0.463869,0.479108,1.463869,1.479108,-9.8000,-9.6300
1.000943,0.581109,0.621810,1.581109,1.621810,-9.9200,-9.7100
0.892091,0.694335,0.737801,1.694335,1.737801,-10.0200,-9.7800
0.785976,0.837137,0.995262,1.837137,1.995262,-10.1300,-9.8300
0.708613,0.969769,1.137962,1.969769,2.137962,-10.2200,-9.8900
0.638865,1.118155,1.398833,2.118155,2.398833,-10.3100,-9.9300
0.589399,1.245478,1.570396,2.245478,2.570396,-10.3800,-9.9700
0.550059,1.363595,1.691535,2.363595,2.691535,-10.4400,-10.0100
0.519289,1.468790,1.754229,2.468790,2.754229,-10.4900,-10.0500
0.484629,1.603663,1.951209,2.603663,2.951209,-10.5500,-10.0800
0.436927,1.825005,2.162278,2.825005,3.162278,-10.6400,-10.1400
0.393921,2.071321,2.311311,3.071321,3.311311,-10.7300,-10.2100
0.355148,2.345261,2.467369,3.345261,3.467369,-10.8200,-10.2800
0.323899,2.614328,2.388442,3.614328,3.388442,-10.9000,-10.3700
0.298820,2.871363,2.311311,3.871363,3.311311,-10.9700,-10.4500
0.275683,3.150304,2.630781,4.150304,3.630781,-11.0400,-10.4800
0.260261,3.363958,2.801894,4.363958,3.801894,-11.0900,-10.5100
0.245702,3.590419,3.073803,4.590419,4.073803,-11.1400,-10.5300
0.231958,3.830438,3.466836,4.830438,4.466836,-11.1900,-10.5400
0.312903,2.721914,2.090295,3.721914,3.090295,-10.9300,-10.4400
0.298820,2.871363,2.630781,3.871363,3.630781,-10.9700,-10.4100
0.302280,2.833343,2.162278,3.833343,3.162278,-10.9600,-10.4600
0.282104,3.068268,2.311311,4.068268,3.311311,-11.0200,-10.5000
0.266323,3.277000,2.467369,4.277000,3.467369,-11.0700,-10.5300
0.242890,3.637313,2.801894,4.637313,3.801894,-11.1500,-10.5700
0.240110,3.684756,2.467369,4.684756,3.467369,-11.1600,-10.6200
0.229303,3.880137,2.467369,4.880137,3.467369,-11.2000,-10.6600
0.263275,3.320226,1.884032,4.320226,2.884032,-11.0800,-10.6200
0.254337,3.452965,2.162278,4.452965,3.162278,-11.1100,-10.6100
0.240110,3.684756,1.754229,4.684756,2.754229,-11.1600,-10.7200
0.224083,3.981285,2.162278,4.981285,3.162278,-11.2200,-10.7200
0.211548,4.244671,2.388442,5.244671,3.388442,-11.2700,-10.7400
0.199714,4.523782,2.311311,5.523782,3.311311,-11.3200,-10.8000
0.295399,2.909830,6.585776,3.909830,7.585776,-10.9800,-10.1000
0.331443,2.544676,7.317638,3.544676,8.317638,-10.8800,-9.9600
0.367629,2.250703,5.760830,3.250703,6.760830,-10.7900,-9.9600
0.380548,2.159426,4.248075,3.159426,5.248075,-10.7600,-10.0400
0.376192,2.189494,3.466836,3.189494,4.466836,-10.7700,-10.1200
0.351083,2.377529,3.365158,3.377529,4.365158,-10.8300,-10.1900
0.327649,2.579298,3.466836,3.579298,4.466836,-10.8900,-10.2400
0.302280,2.833343,3.466836,3.833343,4.466836,-10.9600,-10.3100
0.240110,3.684756,3.265795,4.684756,4.265795,-11.1600,-10.5300
0.224083,3.981285,3.786301,4.981285,4.786301,-11.2200,-10.5400
0.218982,4.084809,3.897788,5.084809,4.897788,-11.2400,-10.5500
0.216476,4.137479,3.570882,5.137479,4.570882,-11.2500,-10.5900
0.204366,4.410192,4.128614,5.410192,5.128614,-11.3000,-10.5900
0.197428,4.581572,4.754399,5.581572,5.754399,-11.3300,-10.5700
0.180057,5.068802,7.709636,6.068802,8.709636,-11.4100,-10.4700
0.171953,5.329870,8.772372,6.329870,9.772372,-11.4500,-10.4600
0.175958,5.197825,8.772372,6.197825,9.772372,-11.4300,-10.4400
0.184251,4.942730,8.332543,5.942730,9.332543,-11.3900,-10.4200
0.192934,4.699180,8.120108,5.699180,9.120108,-11.3500,-10.3900
0.213998,4.190764,6.413102,5.190764,7.413102,-11.2600,-10.3900
0.288675,2.988125,3.168694,3.988125,4.168694,-11.0000,-10.3800
0.295399,2.909830,2.981072,3.909830,3.981072,-10.9800,-10.3800
0.288675,2.988125,3.168694,3.988125,4.168694,-11.0000,-10.3800
1.699845,0.223559,-0.462968,1.223559,0.537032,-9.4600,-9.7300
1.604757,0.251468,-0.487139,1.251468,0.512861,-9.5100,-9.8000
1.550277,0.269340,-0.521370,1.269340,0.478630,-9.5400,-9.8600
1.497647,0.288089,-0.532265,1.288089,0.467735,-9.5700,-9.9000
1.430242,0.314494,-0.521370,1.314494,0.478630,-9.6100,-9.9300
1.365870,0.342568,-0.510221,1.342568,0.489779,-9.6500,-9.9600
1.304396,0.372375,-0.487139,1.372375,0.512861,-9.6900,-9.9800
1.231429,0.412180,-0.437659,1.412180,0.562341,-9.7400,-9.9900
1.189623,0.437475,-0.411156,1.437475,0.588844,-9.7700,-10.0000
1.136081,0.472916,-0.354346,1.472916,0.645654,-9.8100,-10.0000
1.060253,0.529914,-0.275564,1.529914,0.724436,-9.8700,-10.0100
1.012533,0.570592,-0.205672,1.570592,0.794328,-9.9100,-10.0100
0.989485,0.591769,-0.148862,1.591769,0.851138,-9.9300,-10.0000
0.966962,0.613519,-0.108749,1.613519,0.891251,-9.9500,-10.0000
0.934134,0.647245,-0.045007,1.647245,0.954993,-9.9800,-10.0000
0.912871,0.670482,0.000000,1.670482,1.000000,-10.0000,-10.0000
0.892091,0.694335,0.023293,1.694335,1.023293,-10.0200,-10.0100
0.861806,0.731298,0.096478,1.731298,1.096478,-10.0500,-10.0100
0.842189,0.756749,0.122018,1.756749,1.122018,-10.0700,-10.0200
0.823018,0.782863,0.174898,1.782863,1.174898,-10.0900,-10.0200
0.804284,0.809654,0.202264,1.809654,1.202264,-10.1100,-10.0300
0.617176,1.171390,0.479108,2.171390,1.479108,-10.3400,-10.1700
0.495917,1.557623,0.698244,2.557623,1.698244,-10.5300,-10.3000
0.422094,1.904210,1.238721,2.904210,2.238721,-10.6700,-10.3200
0.380548,2.159426,1.630268,3.159426,2.630268,-10.7600,-10.3400
0.376192,2.189494,1.630268,3.189494,2.630268,-10.7700,-10.3500
0.376192,2.189494,1.630268,3.189494,2.630268,-10.7700,-10.3500
0.367629,2.250703,1.754229,3.250703,2.754229,-10.7900,-10.3500
0.367629,2.250703,1.691535,3.250703,2.691535,-10.7900,-10.3600
0.331443,2.544676,1.951209,3.544676,2.951209,-10.8800,-10.4100
0.302280,2.833343,2.090295,3.833343,3.090295,-10.9600,-10.4700
0.278875,3.109047,2.311311,4.109047,3.311311,-11.0300,-10.5100
0.260261,3.363958,2.715352,4.363958,3.715352,-11.0900,-10.5200
0.240110,3.684756,3.168694,4.684756,4.168694,-11.1600,-10.5400
0.226678,3.930418,3.570882,4.930418,4.570882,-11.2100,-10.5500
0.211548,4.244671,4.011872,5.244671,5.011872,-11.2700,-10.5700
0.199714,4.523782,4.495409,5.523782,5.495409,-11.3200,-10.5800
0.173944,5.263466,5.025596,6.263466,6.025596,-11.4400,-10.6600
0.155028,5.963373,5.456542,6.963373,6.456542,-11.5400,-10.7300
3.314434,0.037726,-0.241422,1.037726,0.758578,-8.8800,-9.0000
2.886751,0.059049,-0.168236,1.059049,0.831764,-9.0000,-9.0800
2.725269,0.070124,-0.129036,1.070124,0.870964,-9.0500,-9.1100
2.602612,0.080007,-0.108749,1.080007,0.891251,-9.0900,-9.1400
2.240832,0.119031,-0.066746,1.119031,0.933254,-9.2200,-9.2500
2.215182,0.122503,-0.066746,1.122503,0.933254,-9.2300,-9.2600
1.661152,0.234446,-0.022763,1.234446,0.977237,-9.4800,-9.4900
1.274704,0.387951,0.071519,1.387951,1.071519,-9.7100,-9.6800
1.060253,0.529914,0.258925,1.529914,1.258925,-9.8700,-9.7700
0.923441,0.658787,0.479108,1.658787,1.479108,-9.9900,-9.8200
0.832548,0.769722,0.659587,1.769722,1.659587,-10.0800,-9.8600
0.742009,0.908966,0.819701,1.908966,1.819701,-10.1800,-9.9200
0.676721,1.033682,0.905461,2.033682,1.905461,-10.2600,-9.9800
0.624323,1.153427,1.041738,2.153427,2.041738,-10.3300,-10.0200
0.575983,1.283899,1.187762,2.283899,2.187762,-10.4000,-10.0600
0.531385,1.425949,1.238721,2.425949,2.238721,-10.4700,-10.1200
0.490241,1.580505,1.344229,2.580505,2.344229,-10.5400,-10.1700
0.457519,1.723695,1.511886,2.723695,2.511886,-10.6000,-10.2000
0.422094,1.904210,1.691535,2.904210,2.691535,-10.6700,-10.2400
0.380548,2.159426,1.951209,3.159426,2.951209,-10.7600,-10.2900
0.343091,2.443213,2.311311,3.443213,3.311311,-10.8500,-10.3300
0.292018,2.948749,3.073803,3.948749,4.073803,-10.9900,-10.3800
2.485475,0.090853,-0.045007,1.090853,0.954993,-9.1300,-9.1500
2.091266,0.140941,0.096478,1.140941,1.096478,-9.2800,-9.2400
1.951683,0.165548,0.202264,1.165548,1.202264,-9.3400,-9.2600
1.446803,0.307739,0.819701,1.307739,1.819701,-9.6000,-9.3400
1.381686,0.335389,0.949845,1.335389,1.949845,-9.6400,-9.3500
1.319500,0.364757,1.041738,1.364757,2.041738,-9.6800,-9.3700
1.289464,0.380107,1.089296,1.380107,2.089296,-9.7000,-9.3800
1.260113,0.395911,1.089296,1.395911,2.089296,-9.7200,-9.4000
1.245688,0.403987,1.041738,1.403987,2.041738,-9.7300,-9.4200
1.217333,0.420492,1.089296,1.420492,2.089296,-9.7500,-9.4300
1.203398,0.428923,1.041738,1.428923,2.041738,-9.7600,-9.4500
1.176006,0.446150,1.041738,1.446150,2.041738,-9.7800,-9.4700
1.162544,0.454947,0.995262,1.454947,1.995262,-9.7900,-9.4900
1.149236,0.463869,0.995262,1.463869,1.995262,-9.8000,-9.5000
1.136081,0.472916,0.949845,1.472916,1.949845,-9.8100,-9.5200
1.123077,0.482091,0.905461,1.482091,1.905461,-9.8200,-9.5400
1.110221,0.491394,0.819701,1.491394,1.819701,-9.8300,-9.5700
1.084949,0.510389,0.862087,1.510389,1.862087,-9.8500,-9.5800
1.060253,0.529914,0.862087,1.529914,1.862087,-9.8700,-9.6000
1.060253,0.529914,0.819701,1.529914,1.819701,-9.8700,-9.6100
1.048116,0.539877,0.819701,1.539877,1.819701,-9.8800,-9.6200
1.000943,0.581109,0.778279,1.581109,1.778279,-9.9200,-9.6700
0.989485,0.591769,0.737801,1.591769,1.737801,-9.9300,-9.6900
0.966962,0.613519,0.737801,1.613519,1.737801,-9.9500,-9.7100
0.944951,0.635854,0.737801,1.635854,1.737801,-9.9700,-9.7300
0.923441,0.658787,0.737801,1.658787,1.737801,-9.9900,-9.7500
0.892091,0.694335,0.698244,1.694335,1.698244,-10.0200,-9.7900
0.733516,0.923883,0.949845,1.923883,1.949845,-10.1900,-9.9000
0.624323,1.153427,1.290868,2.153427,2.290868,-10.3300,-9.9700
0.617176,1.171390,1.344229,2.171390,2.344229,-10.3400,-9.9700
0.603128,1.207982,1.398833,2.207982,2.398833,-10.3600,-9.9800
0.589399,1.245478,1.454709,2.245478,2.454709,-10.3800,-9.9900
0.582652,1.264572,1.454709,2.264572,2.454709,-10.3900,-10.0000
0.575983,1.283899,1.454709,2.283899,2.454709,-10.4000,-10.0100
0.569389,1.303462,1.511886,2.303462,2.511886,-10.4100,-10.0100
0.562872,1.323264,1.511886,2.323264,2.511886,-10.4200,-10.0200
0.550059,1.363595,1.570396,2.363595,2.570396,-10.4400,-10.0300
0.550059,1.363595,1.570396,2.363595,2.570396,-10.4400,-10.0300
0.490241,1.580505,1.754229,2.580505,2.754229,-10.5400,-10.1000
0.447105,1.773747,1.884032,2.773747,2.884032,-10.6200,-10.1600
0.407764,1.986283,2.090295,2.986283,3.090295,-10.7000,-10.2100
0.371886,2.219918,2.311311,3.219918,3.311311,-10.7800,-10.2600
0.339164,2.476638,2.467369,3.476638,3.467369,-10.8600,-10.3200
0.312903,2.721914,2.801894,3.721914,3.801894,-10.9300,-10.3500
0.266323,3.277000,4.128614,4.277000,5.128614,-11.0700,-10.3600
0.240110,3.684756,4.623413,4.684756,5.623413,-11.1600,-10.4100
5.564285,0.003847,0.778279,1.003847,1.778279,-8.4300,-8.1800
5.375383,0.004651,0.479108,1.004651,1.479108,-8.4600,-8.2900
5.074688,0.006292,0.318257,1.006292,1.318257,-8.5100,-8.3900
4.790815,0.008375,0.230269,1.008375,1.230269,-8.5600,-8.4700
4.575193,0.010412,0.148154,1.010412,1.148154,-8.6000,-8.5400
4.369275,0.012823,0.096478,1.012823,1.096478,-8.6400,-8.6000
4.172625,0.015653,0.096478,1.015653,1.096478,-8.6800,-8.6400
4.030968,0.018078,0.047129,1.018078,1.047129,-8.7100,-8.6900
3.849545,0.021753,0.047129,1.021753,1.047129,-8.7500,-8.7300
3.761918,0.023792,0.023293,1.023792,1.023293,-8.7700,-8.7600
3.634205,0.027121,0.023293,1.027121,1.023293,-8.8000,-8.7900
3.551480,0.029529,0.000000,1.029529,1.000000,-8.8200,-8.8200
3.470638,0.032095,-0.022763,1.032095,0.977237,-8.8400,-8.8500
3.352813,0.036254,-0.022763,1.036254,0.977237,-8.8700,-8.8800
3.276494,0.039242,-0.022763,1.039242,0.977237,-8.8900,-8.9000
3.201912,0.042410,-0.022763,1.042410,0.977237,-8.9100,-8.9200
3.129027,0.045763,-0.022763,1.045763,0.977237,-8.9300,-8.9400
3.057802,0.049308,-0.022763,1.049308,0.977237,-8.9500,-8.9600
2.988198,0.053051,-0.022763,1.053051,0.977237,-8.9700,-8.9800
2.920178,0.056998,0.000000,1.056998,1.000000,-8.9900,-8.9900
2.853707,0.061155,0.000000,1.061155,1.000000,-9.0100,-9.0100
2.788749,0.065528,0.023293,1.065528,1.023293,-9.0300,-9.0200
2.725269,0.070124,0.023293,1.070124,1.023293,-9.0500,-9.0400
2.663234,0.074948,0.047129,1.074948,1.047129,-9.0700,-9.0500
2.632749,0.077448,0.047129,1.077448,1.047129,-9.0800,-9.0600
2.572820,0.082626,0.071519,1.082626,1.071519,-9.1000,-9.0700
2.514255,0.088048,0.096478,1.088048,1.096478,-9.1200,-9.0800
2.485475,0.090853,0.096478,1.090853,1.096478,-9.1300,-9.0900
2.428899,0.096652,0.096478,1.096652,1.096478,-9.1500,-9.1100
2.401095,0.099649,0.122018,1.099649,1.122018,-9.1600,-9.1100
2.373610,0.102711,0.122018,1.102711,1.122018,-9.1700,-9.1200
2.346440,0.105839,0.122018,1.105839,1.122018,-9.1800,-9.1300
2.319580,0.109035,0.122018,1.109035,1.122018,-9.1900,-9.1400
2.293028,0.112298,0.148154,1.112298,1.148154,-9.2000,-9.1400
2.266780,0.115630,0.148154,1.115630,1.148154,-9.2100,-9.1500
2.240832,0.119031,0.148154,1.119031,1.148154,-9.2200,-9.1600
2.215182,0.122503,0.174898,1.122503,1.174898,-9.2300,-9.1600
2.189825,0.126045,0.174898,1.126045,1.174898,-9.2400,-9.1700
1.974283,0.161253,0.288250,1.161253,1.288250,-9.3300,-9.2200
1.974283,0.161253,0.288250,1.161253,1.288250,-9.3300,-9.2200
1.951683,0.165548,0.288250,1.165548,1.288250,-9.3400,-9.2300
1.929343,0.169924,0.318257,1.169924,1.318257,-9.3500,-9.2300
1.863843,0.183538,0.348963,1.183538,1.348963,-9.3800,-9.2500
1.779956,0.202856,0.412538,1.202856,1.412538,-9.4200,-9.2700
1.759581,0.207900,0.445440,1.207900,1.445440,-9.4300,-9.2700
1.759581,0.207900,0.445440,1.207900,1.445440,-9.4300,-9.2700
1.739440,0.213031,0.445440,1.213031,1.445440,-9.4400,-9.2800
1.719528,0.218250,0.479108,1.218250,1.479108,-9.4500,-9.2800
1.699845,0.223559,0.513561,1.223559,1.513561,-9.4600,-9.2800
1.699845,0.223559,0.479108,1.223559,1.479108,-9.4600,-9.2900
1.661152,0.234446,0.513561,1.234446,1.513561,-9.4800,-9.3000
1.623340,0.245701,0.548817,1.245701,1.548817,-9.5000,-9.3100
1.623340,0.245701,0.548817,1.245701,1.548817,-9.5000,-9.3100
1.604757,0.251468,0.584893,1.251468,1.584893,-9.5100,-9.3100
1.586388,0.257330,0.584893,1.257330,1.584893,-9.5200,-9.3200
1.586388,0.257330,0.584893,1.257330,1.584893,-9.5200,-9.3200
1.568229,0.263287,0.621810,1.263287,1.621810,-9.5300,-9.3200
1.568229,0.263287,0.584893,1.263287,1.584893,-9.5300,-9.3300
1.550277,0.269340,0.621810,1.269340,1.621810,-9.5400,-9.3300
1.532531,0.275491,0.621810,1.275491,1.621810,-9.5500,-9.3400
1.532531,0.275491,0.621810,1.275491,1.621810,-9.5500,-9.3400
1.514989,0.281740,0.659587,1.281740,1.659587,-9.5600,-9.3400
1.497647,0.288089,0.659587,1.288089,1.659587,-9.5700,-9.3500
1.480503,0.294537,0.659587,1.294537,1.659587,-9.5800,-9.3600
1.480503,0.294537,0.659587,1.294537,1.659587,-9.5800,-9.3600
1.413870,0.321354,0.698244,1.321354,1.698244,-9.6200,-9.3900
1.397685,0.328318,0.737801,1.328318,1.737801,-9.6300,-9.3900
1.381686,0.335389,0.737801,1.335389,1.737801,-9.6400,-9.4000
1.381686,0.335389,0.737801,1.335389,1.737801,-9.6400,-9.4000
1.365870,0.342568,0.778279,1.342568,1.778279,-9.6500,-9.4000
1.365870,0.342568,0.737801,1.342568,1.737801,-9.6500,-9.4100
1.260113,0.395911,0.819701,1.395911,1.819701,-9.7200,-9.4600
1.162544,0.454947,0.862087,1.454947,1.862087,-9.7900,-9.5200
1.084949,0.510389,0.862087,1.510389,1.862087,-9.8500,-9.5800
1.024258,0.560215,0.862087,1.560215,1.862087,-9.9000,-9.6300
0.944951,0.635854,0.905461,1.635854,1.905461,-9.9700,-9.6900
0.871785,0.718817,1.041738,1.718817,2.041738,-10.0400,-9.7300
0.804284,0.809654,1.187762,1.809654,2.187762,-10.1100,-9.7700
0.750601,0.894236,1.290868,1.894236,2.290868,-10.1700,-9.8100
0.708613,0.969769,1.398833,1.969769,2.398833,-10.2200,-9.8400
0.668974,1.050162,1.570396,2.050162,2.570396,-10.2700,-9.8600
0.631552,1.135683,1.691535,2.135683,2.691535,-10.3200,-9.8900
0.596224,1.226616,1.818383,2.226616,2.818383,-10.3700,-9.9200
0.562872,1.323264,1.951209,2.323264,2.951209,-10.4200,-9.9500
0.531385,1.425949,2.019952,2.425949,3.019952,-10.4700,-9.9900
0.507469,1.512673,2.090295,2.512673,3.090295,-10.5100,-10.0200
0.484629,1.603663,2.162278,2.603663,3.162278,-10.5500,-10.0500
0.462817,1.699112,2.235937,2.699112,3.235937,-10.5900,-10.0800
0.441987,1.799223,2.388442,2.799223,3.388442,-10.6300,-10.1000
0.426982,1.877494,2.467369,2.877494,3.467369,-10.6600,-10.1200
0.412486,1.958601,2.548134,2.958601,3.548134,-10.6900,-10.1400
0.398483,2.042639,2.630781,3.042639,3.630781,-10.7200,-10.1600
0.380548,2.159426,2.801894,3.159426,3.801894,-10.7600,-10.1800
0.367629,2.250703,2.890451,3.250703,3.890451,-10.7900,-10.2000
0.355148,2.345261,2.981072,3.345261,3.981072,-10.8200,-10.2200
0.347064,2.410178,3.073803,3.410178,4.073803,-10.8400,-10.2300
0.335281,2.510458,3.265795,3.510458,4.265795,-10.8700,-10.2400
0.323899,2.614328,3.365158,3.614328,4.365158,-10.9000,-10.2600
0.316526,2.685631,3.466836,3.685631,4.466836,-10.9200,-10.2700
0.309321,2.758623,3.570882,3.758623,4.570882,-10.9400,-10.2800
0.298820,2.871363,3.677351,3.871363,4.677351,-10.9700,-10.3000
0.292018,2.948749,3.677351,3.948749,4.677351,-10.9900,-10.3200
0.285371,3.027963,3.677351,4.027963,4.677351,-11.0100,-10.3400
0.278875,3.109047,3.786301,4.109047,4.786301,-11.0300,-10.3500
0.272527,3.192045,3.897788,4.192045,4.897788,-11.0500,-10.3600
0.263275,3.320226,4.248075,4.320226,5.248075,-11.0800,-10.3600
0.257282,3.408202,4.495409,4.408202,5.495409,-11.1000,-10.3600
0.251426,3.498251,4.623413,4.498251,5.623413,-11.1200,-10.3700
0.245702,3.590419,4.888437,4.590419,5.888437,-11.1400,-10.3700
0.240110,3.684756,5.025596,4.684756,6.025596,-11.1600,-10.3800
0.231958,3.830438,5.025596,4.830438,6.025596,-11.1900,-10.4100
0.221518,4.032747,5.309573,5.032747,6.309573,-11.2300,-10.4300
0.211548,4.244671,6.079458,5.244671,7.079458,-11.2700,-10.4200
2.886751,0.059049,0.230269,1.059049,1.230269,-9.0000,-8.9100
2.725269,0.070124,0.096478,1.070124,1.096478,-9.0500,-9.0100
2.663234,0.074948,-0.045007,1.074948,0.954993,-9.0700,-9.0900
2.572820,0.082626,-0.148862,1.082626,0.851138,-9.1000,-9.1700
2.428899,0.096652,-0.205672,1.096652,0.794328,-9.1500,-9.2500
2.240832,0.119031,-0.187169,1.119031,0.812831,-9.2200,-9.3100
2.164758,0.129660,-0.205672,1.129660,0.794328,-9.2500,-9.3500
2.115482,0.137107,-0.205672,1.137107,0.794328,-9.2700,-9.3700
1.974283,0.161253,-0.205672,1.161253,0.794328,-9.3300,-9.4300
1.842508,0.188241,-0.168236,1.188241,0.831764,-9.3900,-9.4700
1.739440,0.213031,-0.148862,1.213031,0.851138,-9.4400,-9.5100
1.623340,0.245701,-0.108749,1.245701,0.891251,-9.5000,-9.5500
1.532531,0.275491,-0.066746,1.275491,0.933254,-9.5500,-9.5800
1.446803,0.307739,0.000000,1.307739,1.000000,-9.6000,-9.6000
1.365870,0.342568,0.047129,1.342568,1.047129,-9.6500,-9.6300
1.289464,0.380107,0.148154,1.380107,1.148154,-9.7000,-9.6400
1.274704,0.387951,0.148154,1.387951,1.148154,-9.7100,-9.6500
1.231429,0.412180,0.202264,1.412180,1.202264,-9.7400,-9.6600
1.176006,0.446150,0.258925,1.446150,1.258925,-9.7800,-9.6800
1.123077,0.482091,0.348963,1.482091,1.348963,-9.8200,-9.6900
1.084949,0.510389,0.380384,1.510389,1.380384,-9.8500,-9.7100
1.048116,0.539877,0.412538,1.539877,1.412538,-9.8800,-9.7300
1.000943,0.581109,0.513561,1.581109,1.513561,-9.9200,-9.7400
0.966962,0.613519,0.548817,1.613519,1.548817,-9.9500,-9.7600
0.944951,0.635854,0.548817,1.635854,1.548817,-9.9700,-9.7800
0.923441,0.658787,0.584893,1.658787,1.584893,-9.9900,-9.7900
0.912871,0.670482,0.584893,1.670482,1.584893,-10.0000,-9.8000
0.881880,0.706496,0.621810,1.706496,1.621810,-10.0300,-9.8200
0.851941,0.743941,0.698244,1.743941,1.698244,-10.0600,-9.8300
0.832548,0.769722,0.698244,1.769722,1.698244,-10.0800,-9.8500
0.813597,0.796173,0.698244,1.796173,1.698244,-10.1000,-9.8700
0.733516,0.923883,0.778279,1.923883,1.778279,-10.1900,-9.9400
0.725119,0.938987,0.778279,1.938987,1.778279,-10.2000,-9.9500
0.624323,1.153427,0.905461,2.153427,1.905461,-10.3300,-10.0500
0.556429,1.343308,1.137962,2.343308,2.137962,-10.4300,-10.1000
0.513345,1.490600,1.137962,2.490600,2.137962,-10.5000,-10.1700
0.462817,1.699112,1.187762,2.699112,2.187762,-10.5900,-10.2500
0.417263,1.931244,1.089296,2.931244,2.089296,-10.6800,-10.3600
0.376192,2.189494,1.041738,3.189494,2.041738,-10.7700,-10.4600
0.343091,2.443213,1.187762,3.443213,2.187762,-10.8500,-10.5100
0.320191,2.649771,1.290868,3.649771,2.290868,-10.9100,-10.5500
2.920178,0.056998,0.737801,1.056998,1.737801,-8.9900,-8.7500
1.997144,0.157036,0.318257,1.157036,1.318257,-9.3200,-9.2000
1.350235,0.349854,0.412538,1.349854,1.412538,-9.6600,-9.5100
0.892091,0.694335,0.819701,1.694335,1.819701,-10.0200,-9.7600
0.708613,0.969769,1.187762,1.969769,2.187762,-10.2200,-9.8800
0.638865,1.118155,1.344229,2.118155,2.344229,-10.3100,-9.9400
0.582652,1.264572,1.344229,2.264572,2.344229,-10.3900,-10.0200
0.525302,1.447241,1.454709,2.447241,2.454709,-10.4800,-10.0900
0.479081,1.627099,1.630268,2.627099,2.630268,-10.5600,-10.1400
0.447105,1.773747,1.754229,2.773747,2.754229,-10.6200,-10.1800
0.417263,1.931244,1.884032,2.931244,2.884032,-10.6800,-10.2200
0.380548,2.159426,2.311311,3.159426,3.311311,-10.7600,-10.2400
0.363420,2.281852,2.467369,3.281852,3.467369,-10.8000,-10.2600
0.355148,2.345261,2.467369,3.345261,3.467369,-10.8200,-10.2800
0.339164,2.476638,2.548134,3.476638,3.548134,-10.8600,-10.3100
0.320191,2.649771,2.715352,3.649771,3.715352,-10.9100,-10.3400
0.302280,2.833343,2.981072,3.833343,3.981072,-10.9600,-10.3600
0.292018,2.948749,2.981072,3.948749,3.981072,-10.9900,-10.3900
0.278875,3.109047,3.168694,4.109047,4.168694,-11.0300,-10.4100
1.304396,0.372375,1.290868,1.372375,2.290868,-9.6900,-9.3300
1.304396,0.372375,1.238721,1.372375,2.238721,-9.6900,-9.3400
1.289464,0.380107,1.238721,1.380107,2.238721,-9.7000,-9.3500
1.012533,0.570592,1.344229,1.570592,2.344229,-9.9100,-9.5400
0.842189,0.756749,1.511886,1.756749,2.511886,-10.0700,-9.6700
0.716819,0.954282,1.951209,1.954282,2.951209,-10.2100,-9.7400
